# energy(eV) alpha
4.673300000000000232e+00 5.319165083768038312e+05
4.694399999999999906e+00 5.350982096816431731e+05
4.715399999999999814e+00 5.383302150975720724e+05
4.736500000000000377e+00 5.415912159409855958e+05
4.757500000000000284e+00 5.447921423556949012e+05
4.778599999999999959e+00 5.479151384766983101e+05
4.799599999999999866e+00 5.508874861975497333e+05
4.820700000000000429e+00 5.537176932734824950e+05
4.841700000000000337e+00 5.563561498360460391e+05
4.862800000000000011e+00 5.588206854299474508e+05
4.883799999999999919e+00 5.610955003735796781e+05
4.904899999999999594e+00 5.631940869802917587e+05
4.925900000000000389e+00 5.650990221195160411e+05
4.947000000000000064e+00 5.668184326603239169e+05
4.967999999999999972e+00 5.683376210102010518e+05
4.989099999999999646e+00 5.696600428543639136e+05
5.010100000000000442e+00 5.707346365873832256e+05
5.031200000000000117e+00 5.715812120971934637e+05
5.052200000000000024e+00 5.721562010993500007e+05
5.073299999999999699e+00 5.724895126540237106e+05
5.094299999999999606e+00 5.725723780734458705e+05
5.115400000000000169e+00 5.724741670565597015e+05
5.136400000000000077e+00 5.722151380237616831e+05
5.157499999999999751e+00 5.718873785081919050e+05
5.178499999999999659e+00 5.715410372414980084e+05
5.199600000000000222e+00 5.712410284718911862e+05
5.220600000000000129e+00 5.710030451233817730e+05
5.241699999999999804e+00 5.708557740702951560e+05
5.262699999999999712e+00 5.707318887647072552e+05
5.283800000000000274e+00 5.706189245070744073e+05
5.304800000000000182e+00 5.703892022116255248e+05
5.325899999999999856e+00 5.700142234747406328e+05
5.346899999999999764e+00 5.693831832194857998e+05
5.368000000000000327e+00 5.685034702803781256e+05
5.389000000000000234e+00 5.673413222772469744e+05
5.410099999999999909e+00 5.659376093867897289e+05
5.431099999999999817e+00 5.643333906813567737e+05
5.452200000000000379e+00 5.626093762833983637e+05
5.473200000000000287e+00 5.608230199471638771e+05
5.494299999999999962e+00 5.590314549264515517e+05
5.515299999999999869e+00 5.572526918995270971e+05
5.536400000000000432e+00 5.555430287503981963e+05
5.557400000000000340e+00 5.538568505929018138e+05
5.578500000000000014e+00 5.522171814508960815e+05
5.599599999999999689e+00 5.506000227690433385e+05
5.620599999999999596e+00 5.489863175888308324e+05
5.641700000000000159e+00 5.473622563144898741e+05
5.662700000000000067e+00 5.457170042445558356e+05
5.683799999999999741e+00 5.440372470752383815e+05
5.704799999999999649e+00 5.422971982981353067e+05
5.725900000000000212e+00 5.405107976016200846e+05
5.746900000000000119e+00 5.386375716980602592e+05
5.767999999999999794e+00 5.366986397371654166e+05
5.788999999999999702e+00 5.346589059388529276e+05
5.810100000000000264e+00 5.325479860430824338e+05
5.831100000000000172e+00 5.303638103880829876e+05
5.852199999999999847e+00 5.281258086113772588e+05
5.873199999999999754e+00 5.258448646658037324e+05
5.894300000000000317e+00 5.235794418615979957e+05
5.915300000000000225e+00 5.213197406976294587e+05
5.936399999999999899e+00 5.191248459782055579e+05
5.957399999999999807e+00 5.170130645749742980e+05
5.978500000000000369e+00 5.150277923593514715e+05
5.999500000000000277e+00 5.131671668064885889e+05
6.020599999999999952e+00 5.115168959285933524e+05
6.041599999999999859e+00 5.100774113229463692e+05
6.062700000000000422e+00 5.089082357998310472e+05
6.083700000000000330e+00 5.080527641569843399e+05
6.104800000000000004e+00 5.075628717479941552e+05
6.125799999999999912e+00 5.074631602097212453e+05
6.146899999999999586e+00 5.077763829394215718e+05
6.167900000000000382e+00 5.085097080502197496e+05
6.189000000000000057e+00 5.096522304652126622e+05
6.209999999999999964e+00 5.111728398743930156e+05
6.231099999999999639e+00 5.130239689208778436e+05
6.252100000000000435e+00 5.151755480515781674e+05
6.273200000000000109e+00 5.175791954746904667e+05
6.294200000000000017e+00 5.201785766579441261e+05
6.315299999999999692e+00 5.229373089341959567e+05
6.336299999999999599e+00 5.258003418009782908e+05
6.357400000000000162e+00 5.287414833446290577e+05
6.378400000000000070e+00 5.316877656155254226e+05
6.399499999999999744e+00 5.346460369815347949e+05
6.420499999999999652e+00 5.375599205608698539e+05
6.441600000000000215e+00 5.404354016588662053e+05
6.462600000000000122e+00 5.432766519512196537e+05
6.483699999999999797e+00 5.460732602226113668e+05
6.504699999999999704e+00 5.488636486190017313e+05
6.525800000000000267e+00 5.516813302660339978e+05
6.546800000000000175e+00 5.545346220468903193e+05
6.567899999999999849e+00 5.574920904854311375e+05
6.588899999999999757e+00 5.605304446309930645e+05
6.610000000000000320e+00 5.636824296278100228e+05
6.631000000000000227e+00 5.669154368330411380e+05
6.652099999999999902e+00 5.702013097302624956e+05
6.673099999999999810e+00 5.734843579276251839e+05
6.694200000000000372e+00 5.767517399535732111e+05
6.715300000000000047e+00 5.799272985683166189e+05
6.736299999999999955e+00 5.829729286245723488e+05
6.757399999999999629e+00 5.859059991987949470e+05
6.778400000000000425e+00 5.886862349204139318e+05
6.799500000000000099e+00 5.913780965254474431e+05
6.820500000000000007e+00 5.939887714967551874e+05
6.841599999999999682e+00 5.965786724643789930e+05
6.862599999999999589e+00 5.991783065458026249e+05
6.883700000000000152e+00 6.018473100035159150e+05
6.904700000000000060e+00 6.045875939977782546e+05
6.925799999999999734e+00 6.074212378430492245e+05
6.946799999999999642e+00 6.103392087855410064e+05
6.967900000000000205e+00 6.133239470123361098e+05
6.988900000000000112e+00 6.163616625327354996e+05
7.009999999999999787e+00 6.194604986390989507e+05
7.030999999999999694e+00 6.226211661149150459e+05
7.052100000000000257e+00 6.258841725983448559e+05
7.073100000000000165e+00 6.292901970006795600e+05
7.094199999999999839e+00 6.329265937416763045e+05
7.115199999999999747e+00 6.368383974888656521e+05
7.136300000000000310e+00 6.410900467593715293e+05
7.157300000000000217e+00 6.457127782073459821e+05
7.178399999999999892e+00 6.507610712839676999e+05
7.199399999999999800e+00 6.561953618116482394e+05
7.220500000000000362e+00 6.620126057370627532e+05
7.241500000000000270e+00 6.681504047660804354e+05
7.262599999999999945e+00 6.745823280596515397e+05
7.283599999999999852e+00 6.812280702628031140e+05
7.304700000000000415e+00 6.880550187606239924e+05
7.325700000000000323e+00 6.950098951688696397e+05
7.346799999999999997e+00 7.020684357608655700e+05
7.367799999999999905e+00 7.092201222811307525e+05
7.388899999999999579e+00 7.164638376644462114e+05
7.409900000000000375e+00 7.237896025290959515e+05
7.431000000000000050e+00 7.312064471264948370e+05
7.451999999999999957e+00 7.386939519282421097e+05
7.473099999999999632e+00 7.462629440527410479e+05
7.494100000000000428e+00 7.538797783115050988e+05
7.515200000000000102e+00 7.615780454710894264e+05
7.536200000000000010e+00 7.693262325913012028e+05
7.557299999999999685e+00 7.771767653168095276e+05
7.578299999999999592e+00 7.851007946476730285e+05
7.599400000000000155e+00 7.931802919868343743e+05
7.620400000000000063e+00 8.013862633878249908e+05
7.641499999999999737e+00 8.097371446381687419e+05
7.662499999999999645e+00 8.182086224086707225e+05
7.683600000000000207e+00 8.267911000656438991e+05
7.704600000000000115e+00 8.354339465822599595e+05
7.725699999999999790e+00 8.440863081041745609e+05
7.746699999999999697e+00 8.526992550644039875e+05
7.767800000000000260e+00 8.612280983655316522e+05
7.788800000000000168e+00 8.696249638687893748e+05
7.809899999999999842e+00 8.778383374149948359e+05
7.831000000000000405e+00 8.858478552211499773e+05
7.852000000000000313e+00 8.935714001958743902e+05
7.873099999999999987e+00 9.009785042639913736e+05
7.894099999999999895e+00 9.079830189735046588e+05
7.915199999999999569e+00 9.145473847805624828e+05
7.936200000000000365e+00 9.205848999505192041e+05
